Label,Title,Artist,Album,Genre,Year,Format,Notes
Albert Productions (APLP 103),For Lovin' Me,"Peter, Paul & Mary","The Best Of Peter, Paul And Mary: (Ten) Years Together",Rock,1970,"Vinyl (LP, Compilation, Stereo)",
Albert Productions (APLP 103),"Don't Think Twice, It's All Right","Peter, Paul & Mary","The Best Of Peter, Paul And Mary: (Ten) Years Together",Rock,1970,"Vinyl (LP, Compilation, Stereo)",
Albert Productions (APLP 103),If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary","The Best Of Peter, Paul And Mary: (Ten) Years Together",Rock,1970,"Vinyl (LP, Compilation, Stereo)",
Albert Productions (APLP 103),Day Is Done,"Peter, Paul & Mary","The Best Of Peter, Paul And Mary: (Ten) Years Together",Rock,1970,"Vinyl (LP, Compilation, Stereo)",
CBS (KLPS 817),Big Iron,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),Cool Water,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),Billy The Kid,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),A Hundred And Sixty Acres,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),They're Hanging Me Tonight,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),The Strawberry Roan,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),El Paso,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),In The Valley,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),The Master's Call,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),Running Gun,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),The Little Green Valley,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (KLPS 817),Utah Carol,Marty Robbins,Gunfighter Ballads And Trail Songs,"Folk, World, & Country",0,"Vinyl (LP, Album, Repress, Stereo)",
CBS (BP 233177),This Land Is Your Land,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Oh What A Beautiful City,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Healing River,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Follow The Drinkin' Gourd,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Viva La Quince Brigada,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Oh Louisianna,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),The Bells Of Rhymney,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Go Down Old Hannah,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),How Can I Keep From Singing,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Mrs. McGrath,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),Mrs. Clara Sullivan's Letter,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),(The Ring On My Finger Is) Johnny Give Me,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),I Come And Stand On Every Door,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
CBS (BP 233177),I Can See A New Day,Pete Seeger,In Concert - I Can See A New Day,"Folk, World, & Country",1965,"Vinyl (LP, Album, Mono)",
Dino Music (DIN-016),My Girl Josephine,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),The Fat Man,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I'm Gonna Be A Wheel Someday,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Blue Monday,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Jambalya (On The Bayou),Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Blueberry Hill,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Goin' To The River,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I'm Ready,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I Want To Walk You Home,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Whole Lotta Loving,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I Almost Lost My Mind,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Ain't That It Shame,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I'm In Love Again,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I'm Walkin',Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Walking To New Orleans,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Poor Me,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Let The Four Winds Blow,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),"Shake, Rattle And Roll",Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),When The Saints Go Marching In,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Sentimental Journey,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),Fats Boogie,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),My Toot Toot,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),I Can't Go On,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Dino Music (DIN-016),So Long / Stormy Weather,Fats Domino,His Greatest Hits,"Rock, Funk / Soul, Blues",0,"Vinyl (LP, Album)",
Elektra (60757-1),Helpless,Metallica,The $5.98 E.P. - Garage Days Re-Revisited,Rock,1987,"Vinyl (12"", EP)",
Elektra (60757-1),The Small Hours,Metallica,The $5.98 E.P. - Garage Days Re-Revisited,Rock,1987,"Vinyl (12"", EP)",
Elektra (60757-1),The Wait,Metallica,The $5.98 E.P. - Garage Days Re-Revisited,Rock,1987,"Vinyl (12"", EP)",
Elektra (60757-1),Crash Course In Brain Surgery,Metallica,The $5.98 E.P. - Garage Days Re-Revisited,Rock,1987,"Vinyl (12"", EP)",
Elektra (60757-1),Last Caress/Green Hell,Metallica,The $5.98 E.P. - Garage Days Re-Revisited,Rock,1987,"Vinyl (12"", EP)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Nowhere To Run,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),I Get Around,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Game Of Love,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Sugar And Spice,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),"Liar, Liar",Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),The Warmth Of The Sun,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),I Got You (I Feel Good),Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Baby Please Don't Go,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Danger Heartbreak Dead Ahead,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Five O'Clock World,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),California Sun,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),Adrian Cronauer,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
A&M Records (RML 53272),What A Wonderful World,Various,"Good Morning, Vietnam (Original Motion Picture Soundtrack)","Rock, Funk / Soul, Pop, Stage & Screen",1988,"Vinyl (LP, Album)",
Albert Productions (APLP.046),Hell's Bells,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Shoot To Thrill,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),What Do You Do For Money Honey,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Given The Dog A Bone,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Let Me Put My Love Into You,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Back In Black,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),You Shook Me All Night Long,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Have A Drink On Me,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Shake A Leg,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.046),Rock And Roll Ain't Noise Pollution,AC/DC,Back In Black,Rock,1980,"Vinyl (LP, Album, Stereo)",
Music For Nations (MFN 60),Battery,Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),Master Of Puppets,Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),The Thing That Should Not Be,Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),Welcome Home (Sanitarium),Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),Disposable Heroes,Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),Leper Messiah,Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),Orion,Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
Music For Nations (MFN 60),"Damage, Inc.",Metallica,Master Of Puppets,Rock,1986,"Vinyl (LP, Album)",
K-Tel (ONE 1173),Can't Stop The Classics,"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),Hooked On America,"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),Hooked On Romance (Part 2),"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),Can't Stop The Classics (Part 2),"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),A Night At The Opera,"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),Tales Of The Vienna Waltz,"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),Hooked On Baroque,"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),If You Knew Sousa,"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
K-Tel (ONE 1173),If You Knew Sousa (And Friends),"Louis Clark, Royal Philharmonic Orchestra",Hooked On Classics 2 - Can't Stop The Classics,"Funk / Soul, Classical, Brass & Military",1982,"Vinyl (LP, Album, Stereo)",
Concert Hall (SMS 2341),"Symphony No. 8 In B Minor (""Unfinished"")","Ludwig van Beethoven, Paul Kletzki, Südwestfunkorchester Baden-Baden, Franz Schubert, Josef Krips, Wiener Festspielorchester",Symphony No 5 / Unfinished Symphony,Classical,0,"Vinyl (LP, Stereo)",
Concert Hall (SMS 2341),"Symphony No. 5 In C Minor, Op. 67","Ludwig van Beethoven, Paul Kletzki, Südwestfunkorchester Baden-Baden, Franz Schubert, Josef Krips, Wiener Festspielorchester",Symphony No 5 / Unfinished Symphony,Classical,0,"Vinyl (LP, Stereo)",
K-Tel (NA 531),It's Now Or Never,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),She's Not You,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Love Letters,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Anything That's Part Of You,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Surrender,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Kentucky Rain,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Suspicious Minds,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),You Don't Have To Say You Love Me,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),I Just Can't Help Believing,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),The Wonder Of You,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Can't Help Falling In Love,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Always On My Mind,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Love Me Tender,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Loving You,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),"I Want You, I Need You, I Love You",Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Wooden Heart,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Are You Lonesome Tonight,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Just Pretend,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Until It's Time For You To Go,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
K-Tel (NA 531),Memories,Elvis Presley,Elvis Love Songs (20 Original Songs),"Rock, Pop",1979,"Vinyl (LP, Compilation)",
RCA (RD4-134-1),The Blue Danube,Johann Strauss Jr.,The Blue Danube,Classical,0,Vinyl (LP),
RCA (RD4-134-1),Vienna Blood,Johann Strauss Jr.,The Blue Danube,Classical,0,Vinyl (LP),
RCA (RD4-134-1),Emperor Waltz,Johann Strauss Jr.,The Blue Danube,Classical,0,Vinyl (LP),
RCA (RD4-134-1),Tales From Vienna Woods,Johann Strauss Jr.,The Blue Danube,Classical,0,Vinyl (LP),
RCA (RD4-134-1),Artist's Life,Johann Strauss Jr.,The Blue Danube,Classical,0,Vinyl (LP),
RCA (RD4-134-1),Voices Of Spring,Johann Strauss Jr.,The Blue Danube,Classical,0,Vinyl (LP),
Reprise Records (2RS 5373),Let's Face The Music,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Nancy (With The Laughing Face),Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),I've Got You Under My Skin,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Let Me Try Again (Laisse Moi Le Temps),Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Fly Me To The Moon,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),All Or Nothing At All,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),For Once In My Life,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Bonita,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),My Kind Of Town,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Call Me Irresponsible,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),All The Way,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Strangers In The Night,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Didn't We,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Come Fly With Me,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Second Time Around,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),In The Wee Small Hours Of The Morning,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),"Bad, Bad Leroy Brown",Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),"Softly, As I Leave You",Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Cycles,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Send In The Clowns,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),That's Life,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Little Green Apples,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Song Of The Sabia,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Goody Goody,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Empty Tables,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),I Believe I'm Gonna Love You,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Stargazer,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),I Sing The Songs (I Write The Songs),Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),You Are The Sunshine Of My Life,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),It Was A Very Good Year,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Something Stupid,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Young At Heart,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),You Make Me Feel So Young,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Yesterday,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Pennies From Heaven,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),If,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Something,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Star,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Reprise Records (2RS 5373),Love's Been Good To Me,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
